siteName,siteLatitude,siteLongitude,siteAltitude,siteID,depth,thickness,age,ageOld,ageYoung,ageType,chronologyID,taxonPercent,taxonSum,pollenSum,countedInLevel,totalInLevel,datasetID,datasetType,collectionUnitType,collectionUnitHandle,collectionUnitID,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Elkhorn Slough,36.82535,-121.76415,0.0,10477,557.0,2.5,5577.0,6021.0,5173.0,Calibrated radiocarbon years BP,8527,3.61010830325,20.0,554.0,23,26,16063,pollen,Core,ELKHORN,11872,111.099998474,112.900001526,115.900001526,53.4000015259,11.0,1.70000004768,0.40000000596,1.0,4.2000002861,22.6000003815,57.5,95.2000045776,4.58999967575,5.59999990463,5.35999965668,5.67999982834,7.33999967575,8.85999965668,10.1099996567,10.1599998474,9.5999994278,7.7999997139,5.25,4.19000005722,13.0099992752,14.0099992752,13.8400001526,14.9499998093,17.4799995422,21.3400001526,23.3500003815,23.3899993896,22.7899990082,20.2799987793,16.6000003815,13.529999733
Elkhorn Slough,36.82535,-121.76415,0.0,10477,580.0,2.5,5735.0,6177.0,5339.0,Calibrated radiocarbon years BP,8527,3.25379609544,15.0,461.0,20,22,16063,pollen,Core,ELKHORN,11872,110.900001526,96.3000030518,85.8000030518,37.1000022888,8.19999980927,1.5,0.40000000596,1.10000002384,4.90000009537,27.6000003815,70.7000045776,107.800003052,4.5499997139,5.32999992371,4.90999984741,5.21999979019,7.0499997139,8.88000011444,10.3999996185,10.6199998856,10.0999994278,8.26000022888,5.59999990463,4.36999988556,12.7299995422,13.9299993515,14.0900001526,15.3800001144,17.8199996948,21.4099998474,23.25,23.3099994659,22.8500003815,20.3899993896,16.5799999237,13.2999992371
Elkhorn Slough,36.82535,-121.76415,0.0,10477,606.0,2.5,5911.0,6342.0,5539.0,Calibrated radiocarbon years BP,8527,3.72340425532,28.0,752.0,20,22,16063,pollen,Core,ELKHORN,11872,129.300003052,120.599998474,95.3000030518,39.7999992371,9.0,1.60000002384,0.40000000596,0.900000035763,3.0,14.3000001907,40.6000022888,92.0999984741,4.76999998093,5.65000009537,5.30999994278,5.6299996376,7.40999984741,9.13000011444,10.5500001907,10.6899995804,10.1399993896,8.30000019073,5.67000007629,4.5,13.0699996948,14.0699996948,14.0900001526,15.3299999237,17.8699989319,21.6499996185,23.6899986267,23.9099998474,23.5399990082,21.0799999237,17.2099990845,13.7999992371
Elkhorn Slough,36.82535,-121.76415,0.0,10477,656.0,2.5,6252.0,6666.0,5949.0,Calibrated radiocarbon years BP,8527,3.96600566572,14.0,353.0,26,28,16063,pollen,Core,ELKHORN,11872,115.400001526,106.400001526,98.3000030518,47.6000022888,11.6999998093,2.20000004768,0.600000023842,1.39999997616,5.40000009537,25.8000011444,61.2999992371,101.800003052,4.7999997139,5.56999969482,5.03999996185,5.26999998093,7.09999990463,8.96000003815,10.4799995422,10.6199998856,9.97999954224,8.11999988556,5.55999994278,4.50999975204,12.9600000381,13.9600000381,13.8499994278,15.0399999619,17.6299991608,21.5299987793,23.5799999237,23.6299991608,23.0199985504,20.4699993134,16.6999988556,13.5399999619
Elkhorn Slough,36.82535,-121.76415,0.0,10477,689.0,2.5,6474.0,6889.0,6270.0,Calibrated radiocarbon years BP,8527,7.02702702703,13.0,185.0,19,22,16063,pollen,Core,ELKHORN,11872,122.900001526,109.200004578,88.3000030518,40.7000007629,10.8000001907,2.29999995232,0.600000023842,1.30000007153,4.2000002861,18.6000003815,47.9000015259,96.3000030518,3.90999984741,4.90000009537,4.80999994278,5.40999984741,7.40999984741,9.25,10.6999998093,10.8000001907,10.1099996567,8.05999946594,5.15000009537,3.74000000954,12.0399999619,13.279999733,13.6499996185,15.25,18.0200004578,21.8799991608,23.859998703,23.8799991608,23.2399997711,20.4799995422,16.3299999237,12.75
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,2.5,2.0,174.0,621.0,-23.0,Calibrated radiocarbon years BP,8528,0.430107526882,2.0,465.0,29,31,16065,pollen,Core,PILOTRDG,11873,268.399993896,237.300003052,176.400009155,100.700004578,59.2000007629,25.2000007629,8.5,10.4000005722,24.8999996185,85.0999984741,191.199996948,252.300003052,0.8599999547,1.43999993801,1.70999991894,3.01999998093,5.81999969482,8.71000003815,10.6799993515,10.1499996185,8.22999954224,5.28999996185,2.84999990463,1.11000001431,8.9299993515,9.98999977112,10.4099998474,12.1499996185,15.3399991989,18.7700004578,21.5699996948,21.2099990845,19.5699996948,15.9200000763,11.8299999237,9.46999931335
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,16.0,2.0,1402.0,2473.0,326.0,Calibrated radiocarbon years BP,8528,0.210526315789,1.0,475.0,24,26,16065,pollen,Core,PILOTRDG,11873,279.399993896,245.300003052,170.5,97.4000015259,61.4000015259,28.3000011444,9.4000005722,10.4000005722,21.8999996185,68.5999984741,157.699996948,238.400009155,2.25999999046,2.78999996185,2.8599998951,3.83999991417,6.21999979019,8.72999954224,10.5500001907,10.1599998474,8.60999965668,6.08999967575,3.99000000954,2.45000004768,10.7399997711,11.6799993515,11.8499994278,13.2399997711,16.0699996948,19.1999988556,21.9300003052,21.7299995422,20.4499988556,17.2099990845,13.4299993515,11.25
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,17.5,2.0,1546.0,2543.0,389.0,Calibrated radiocarbon years BP,8528,0.239234449761,1.0,418.0,27,29,16065,pollen,Core,PILOTRDG,11873,292.100006104,259.700012207,179.100006104,102.599998474,65.3000030518,30.3000011444,9.80000019073,10.5,21.3999996185,66.0,152.300003052,238.600006104,1.31999993324,1.9699999094,2.25999999046,3.5,6.11999988556,8.78999996185,10.6300001144,10.0999994278,8.30999946594,5.51999998093,3.1899998188,1.51999998093,9.5999994278,10.4399995804,10.5799999237,12.1300001144,15.3099994659,18.8699989319,21.8299999237,21.5900001526,20.0299987793,16.4799995422,12.4899997711,10.1999998093
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,20.5,2.0,1803.0,2805.0,481.0,Calibrated radiocarbon years BP,8528,0.738916256158,3.0,406.0,25,27,16065,pollen,Core,PILOTRDG,11873,292.899993896,239.699996948,169.800003052,101.599998474,68.0,34.0,12.6000003815,15.6999998093,35.9000015259,112.200004578,233.699996948,293.600006104,2.18000006676,2.46000003815,2.34999990463,3.23000001907,5.6299996376,8.26000022888,10.3099994659,10.1799993515,8.88000011444,6.48000001907,4.33999967575,2.6099998951,10.0999994278,10.8000001907,10.8499994278,12.1899995804,15.0099992752,18.2099990845,21.1700000763,21.3199996948,20.4099998474,17.3199996948,13.4399995804,10.9399995804
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,22.5,2.0,1877.0,2872.0,549.0,Calibrated radiocarbon years BP,8528,0.257731958763,1.0,388.0,26,29,16065,pollen,Core,PILOTRDG,11873,316.800018311,273.100006104,189.400009155,101.099998474,56.5,23.3000011444,7.7000002861,9.5,23.3999996185,83.4000015259,200.300003052,286.700012207,1.79999995232,2.16999983788,2.13999986649,3.1899998188,5.86999988556,8.76999950409,10.8499994278,10.4699993134,8.72999954224,5.98999977112,3.73000001907,2.09999990463,9.73999977112,10.4399995804,10.4299993515,11.9099998474,15.1399993896,18.8299999237,21.9300003052,21.7799987793,20.25,16.7199993134,12.7399997711,10.4200000763
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,26.7,,2015.0,3016.0,647.0,Calibrated radiocarbon years BP,8528,0.276243093923,1.0,362.0,25,27,16065,pollen,Core,PILOTRDG,11873,291.5,245.800003052,164.800003052,93.5999984741,60.5,29.1000003815,10.0,11.3000001907,24.0,74.9000015259,171.100006104,255.800003052,0.5,0.810000002384,0.810000002384,1.94999992847,4.71999979019,7.73000001907,9.92000007629,9.65999984741,7.98999977112,5.21999979019,2.80999994278,0.969999969006,8.63999938965,9.39999961853,9.47999954224,10.9899997711,14.1399993896,17.6900005341,20.7099990845,20.5900001526,19.1800003052,15.7100000381,11.7199993134,9.34000015259
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,99.5,2.0,4064.0,4908.0,2462.0,Calibrated radiocarbon years BP,8528,0.204498977505,1.0,489.0,26,28,16065,pollen,Core,PILOTRDG,11873,286.800018311,262.399993896,186.699996948,101.0,56.5,23.1000003815,7.2000002861,8.10000038147,18.6000003815,64.7000045776,157.699996948,238.900009155,0.550000011921,1.03999996185,1.4699999094,2.86999988556,5.58999967575,8.32999992371,10.3999996185,10.279999733,8.89999961853,6.19000005722,3.50999999046,1.22000002861,8.8499994278,9.78999996185,10.3299999237,12.1300001144,15.25,18.5599994659,21.4799995422,21.5200004578,20.3899993896,16.9699993134,12.6599998474,9.78999996185
CA-HUM-558 (Pilot Ridge),40.6617,-123.6691,1250.0,10478,120.5,2.0,4657.0,5374.0,2965.0,Calibrated radiocarbon years BP,8528,0.488997555012,2.0,409.0,24,26,16065,pollen,Core,PILOTRDG,11873,250.800003052,242.800003052,201.100006104,119.800003052,67.9000015259,26.7000007629,8.4000005722,9.9000005722,23.6000003815,80.0,176.100006104,227.900009155,1.41999995708,1.87000000477,2.00999999046,3.15999984741,5.76999998093,8.51000022888,10.5100002289,10.2199993134,8.65999984741,5.98999977112,3.63999986649,1.80999994278,9.77999973297,10.3400001526,10.1700000763,11.529999733,14.7100000381,18.4300003052,21.6299991608,21.6000003815,20.1999988556,16.7799987793,12.8599996567,10.5500001907
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,1.0,,-38.0,-6.0,-72.0,Calibrated radiocarbon years BP,8591,2.60416666667,5.0,192.0,12,16,16184,pollen,Core,BENICIA,11931,138.5,132.100006104,96.2000045776,44.4000015259,16.0,6.30000019073,0.600000023842,1.5,5.40000009537,32.7000007629,67.4000015259,117.099998474,3.39999985695,5.13999986649,6.51999998093,7.86999988556,9.96999931335,11.8999996185,12.7100000381,12.6499996185,12.2199993134,10.1599998474,6.73999977112,4.0,12.7100000381,15.5,18.1599998474,20.8299999237,23.9599990845,26.8799991608,28.5799999237,28.3199996948,27.6299991608,23.9599990845,18.1299991608,13.3499994278
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,6.0,,-1.0,82.0,-56.0,Calibrated radiocarbon years BP,8591,0.279329608939,1.0,358.0,11,15,16184,pollen,Core,BENICIA,11931,121.200004578,118.599998474,95.9000015259,45.7000007629,15.6000003815,5.7000002861,0.5,1.5,6.0,39.1000022888,76.7000045776,112.800003052,2.96000003815,4.46999979019,5.55999994278,6.77999973297,8.96000003815,11.1499996185,12.1799993515,12.2100000381,11.779999733,9.71000003815,6.33999967575,3.64999985695,11.9399995804,14.4600000381,16.8999996185,19.5,22.7199993134,25.8799991608,27.859998703,27.8699989319,27.3699989319,23.7699985504,17.8500003815,12.8599996567
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,13.0,,52.0,166.0,-28.0,Calibrated radiocarbon years BP,8591,3.26797385621,10.0,306.0,12,15,16184,pollen,Core,BENICIA,11931,191.600006104,177.699996948,116.900001526,52.7999992371,20.2000007629,8.5,0.800000011921,1.89999997616,6.09999990463,34.2999992371,73.5999984741,147.699996948,3.04999995232,4.59999990463,5.53999996185,6.53999996185,8.51000022888,10.5100002289,11.3800001144,11.2899999619,10.8199996948,8.88999938965,5.81999969482,3.5,11.8400001526,14.1799993515,16.2700004578,18.6199989319,21.7799987793,25.0299987793,27.0999984741,27.1199989319,26.5900001526,23.0799999237,17.3999996185,12.6700000763
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,19.0,,97.0,233.0,-1.0,Calibrated radiocarbon years BP,8591,4.66666666667,14.0,300.0,12,16,16184,pollen,Core,BENICIA,11931,143.300003052,125.0,87.8000030518,39.9000015259,14.5,6.0,0.600000023842,1.80000007153,7.09999990463,45.6000022888,91.0,138.800003052,3.1099998951,4.59999990463,5.34999990463,6.2999997139,8.46000003815,10.75,11.7199993134,11.4399995804,10.5999994278,8.47000026703,5.46999979019,3.39999985695,11.9600000381,14.529999733,16.6900005341,19.0499992371,22.1999988556,25.3799991608,27.2399997711,26.8799991608,25.9699993134,22.2899990082,16.7700004578,12.4299993515
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,26.0,,150.0,307.0,35.0,Calibrated radiocarbon years BP,8591,8.21917808219,6.0,73.0,11,15,16184,pollen,Core,BENICIA,11931,136.100006104,127.099998474,105.300003052,53.4000015259,19.7000007629,7.7000002861,0.800000011921,2.40000009537,10.0,64.0,113.5,143.5,3.40999984741,4.90999984741,5.65999984741,6.46999979019,8.31999969482,10.2699995041,11.0999994278,10.9699993134,10.4799995422,8.64999961853,5.7999997139,3.72000002861,12.4399995804,14.8299999237,16.6599998474,18.7999992371,21.9499988556,25.2999992371,27.2799987793,26.9200000763,25.9300003052,22.2799987793,16.9400005341,12.8400001526
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,38.0,,240.0,412.0,107.0,Calibrated radiocarbon years BP,8591,12.8571428571,9.0,70.0,7,11,16184,pollen,Core,BENICIA,11931,202.800003052,183.699996948,114.599998474,50.2999992371,19.3000011444,8.30000019073,0.800000011921,1.80000007153,5.7000002861,32.6000022888,71.8000030518,151.800003052,3.11999988556,4.40999984741,5.06999969482,5.83999967575,7.66999959946,9.6799993515,10.6999998093,10.8999996185,10.7600002289,9.09000015259,6.1299996376,3.74000000954,11.8800001144,13.9099998474,15.6399993896,17.7600002289,20.9300003052,24.3899993896,26.7099990845,26.9300003052,26.5499992371,23.1499996185,17.5699996948,12.8699998856
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,46.0,,301.0,476.0,160.0,Calibrated radiocarbon years BP,8591,5.41401273885,17.0,314.0,8,11,16184,pollen,Core,BENICIA,11931,175.100006104,162.5,115.700004578,57.7000007629,24.2000007629,11.0,1.10000002384,2.70000004768,8.4000005722,44.2000007629,84.2000045776,147.100006104,4.57999992371,5.69999980927,5.73999977112,6.10999965668,7.98999977112,10.3299999237,11.4299993515,11.279999733,10.5999994278,8.80999946594,6.32999992371,4.75999975204,13.0099992752,15.0499992371,16.5,18.3999996185,21.5399990082,25.0900001526,27.3299999237,27.2399997711,26.4799995422,23.0,17.7399997711,13.6099996567
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,52.0,,355.0,526.0,215.0,Calibrated radiocarbon years BP,8591,2.85714285714,6.0,210.0,9,13,16184,pollen,Core,BENICIA,11931,182.300003052,173.199996948,128.100006104,57.0,19.0,6.90000009537,0.699999988079,1.80000007153,7.0,46.5,97.9000015259,161.100006104,4.42999982834,5.71999979019,6.00999975204,6.44999980927,8.18999958038,10.2399997711,11.1499996185,10.9899997711,10.4499998093,8.73999977112,6.23999977112,4.57999992371,13.0099992752,15.0899991989,16.4799995422,18.3500003815,21.5299987793,25.1399993896,27.3400001526,27.0900001526,26.109998703,22.5299987793,17.3699989319,13.4499998093
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,59.0,,462.0,696.0,277.0,Calibrated radiocarbon years BP,8591,0.840336134454,1.0,119.0,7,9,16184,pollen,Core,BENICIA,11931,148.900009155,136.100006104,99.7000045776,47.2999992371,17.7000007629,7.30000019073,0.699999988079,2.0,7.40000009537,45.0,87.8000030518,137.600006104,3.66999983788,4.73999977112,4.86999988556,5.44000005722,7.63999986649,10.3000001907,11.5900001526,11.4200000763,10.5399999619,8.47999954224,5.73999977112,3.97000002861,12.4799995422,14.4200000763,15.7199993134,17.6599998474,21.0799999237,25.0199985504,27.4499988556,27.2099990845,26.0799999237,22.3299999237,17.0200004578,13.0199995041
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,85.0,,1039.0,1134.0,923.0,Calibrated radiocarbon years BP,8591,4.8231511254,15.0,311.0,10,14,16184,pollen,Core,BENICIA,11931,158.5,137.300003052,101.099998474,51.2999992371,21.5,10.1000003815,1.10000002384,3.10000014305,11.6000003815,66.0,116.5,161.800003052,3.47000002861,4.88999986649,5.48000001907,6.15999984741,7.92999982834,9.88000011444,10.7399997711,10.6599998474,10.2399997711,8.5,5.75999975204,3.77999997139,11.9899997711,14.3999996185,16.4300003052,18.6499996185,21.6899986267,24.8400001526,26.7699985504,26.6299991608,25.9799995422,22.5,17.0200004578,12.5999994278
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,177.0,,1591.0,2021.0,1307.0,Calibrated radiocarbon years BP,8591,0.111111111111,1.0,900.0,9,12,16184,pollen,Core,BENICIA,11931,162.0,153.699996948,111.0,55.4000015259,23.3000011444,10.6000003815,1.0,2.40000009537,7.30000019073,38.5,74.5,133.100006104,3.07999992371,4.33999967575,4.90000009537,5.58999967575,7.38999986649,9.38999938965,10.4200000763,10.5999994278,10.4399995804,8.80000019073,5.92999982834,3.64999985695,11.8599996567,13.6999998093,15.1399993896,17.0900001526,20.2700004578,23.8799991608,26.3499984741,26.6399993896,26.2699985504,22.9200000763,17.4499988556,12.8699998856
Benicia State Park,38.0734722222,-122.193055556,0.0,10519,201.0,,1734.0,2466.0,1320.0,Calibrated radiocarbon years BP,8591,0.0832639467111,2.0,2402.0,8,11,16184,pollen,Core,BENICIA,11931,215.5,193.5,118.400001526,50.7000007629,19.3999996185,8.60000038147,0.800000011921,1.80000007153,5.7000002861,32.6000022888,73.7000045776,159.199996948,4.17000007629,5.40000009537,5.61999988556,6.09999990463,8.0,10.2699995041,11.2899999619,11.0799999237,10.3499994278,8.5,5.94999980927,4.31999969482,12.7399997711,14.7899999619,16.2899990082,18.2600002289,21.4799995422,25.0799999237,27.359998703,27.2600002289,26.4499988556,22.8999996185,17.5699996948,13.3800001144
China Camp,38.0075,-122.493333333,0.0,10520,6.0,,89.0,113.0,61.0,Radiocarbon years BP,8593,3.15789473684,12.0,380.0,12,16,16186,pollen,Core,CHINACMP,11932,170.400009155,147.100006104,96.7000045776,44.2000007629,17.3000011444,7.7000002861,0.800000011921,2.10000014305,7.40000009537,43.2000007629,87.5,151.300003052,2.86999988556,4.38999986649,5.31999969482,6.31999969482,8.30000019073,10.3199996948,11.2299995422,11.1799993515,10.75,8.82999992371,5.73999977112,3.3599998951,11.6300001144,14.0599994659,16.25,18.609998703,21.6899986267,24.7999992371,26.7600002289,26.7399997711,26.2399997711,22.7600002289,17.109998703,12.4099998474
China Camp,38.0075,-122.493333333,0.0,10520,8.0,,135.0,159.0,107.0,Radiocarbon years BP,8593,2.51572327044,4.0,159.0,7,10,16186,pollen,Core,CHINACMP,11932,165.900009155,141.199996948,104.900001526,51.1000022888,19.8999996185,8.80000019073,1.0,3.0,12.3000001907,78.5,141.900009155,181.5,3.8599998951,5.23999977112,5.80999994278,6.46000003815,8.19999980927,10.1199998856,11.0,10.9899997711,10.6499996185,8.97999954224,6.23999977112,4.21999979019,12.6199998856,15.0199995041,16.9799995422,19.0900001526,22.0100002289,25.0499992371,26.9200000763,26.7799987793,26.1999988556,22.8299999237,17.4799995422,13.1599998474
China Camp,38.0075,-122.493333333,0.0,10520,21.0,,434.0,461.0,406.0,Radiocarbon years BP,8593,2.23463687151,4.0,179.0,8,13,16186,pollen,Core,CHINACMP,11932,183.800003052,159.600006104,102.599998474,46.7000007629,18.5,8.30000019073,0.900000035763,2.10000014305,7.2000002861,41.2999992371,85.0,155.900009155,3.82999992371,5.00999975204,5.44000005722,6.17000007629,8.23999977112,10.6199998856,11.8099994659,11.8499994278,11.3499994278,9.44999980927,6.51999998093,4.36000013351,12.3000001907,14.4099998474,16.1700000763,18.4400005341,21.8699989319,25.5999984741,27.9699993134,27.9300003052,27.109998703,23.3799991608,17.7099990845,13.1399993896
China Camp,38.0075,-122.493333333,0.0,10520,32.0,,693.0,721.0,663.0,Radiocarbon years BP,8593,2.12121212121,7.0,330.0,7,10,16186,pollen,Core,CHINACMP,11932,137.0,126.300003052,105.599998474,56.2999992371,22.3000011444,9.4000005722,1.0,2.90000009537,11.9000005722,72.3000030518,121.300003052,147.5,2.44000005722,3.84999990463,4.65999984741,5.6299996376,7.67999982834,9.8499994278,10.8800001144,10.8800001144,10.4299993515,8.48999977112,5.38000011444,3.0,11.3299999237,13.5099992752,15.3299999237,17.6299991608,21.0699996948,24.7799987793,27.0799999237,26.9399986267,26.0100002289,22.2299995422,16.5699996948,12.0699996948
China Camp,38.0075,-122.493333333,0.0,10520,39.0,,859.0,888.0,827.0,Radiocarbon years BP,8593,5.70902394107,31.0,543.0,10,14,16186,pollen,Core,CHINACMP,11932,147.100006104,137.400009155,106.300003052,54.2999992371,22.0,9.60000038147,1.0,2.60000014305,9.0,50.9000015259,92.5999984741,138.100006104,3.21000003815,4.46999979019,4.94000005722,5.57999992371,7.44000005722,9.55000019073,10.5799999237,10.6300001144,10.2699995041,8.52999973297,5.73999977112,3.64999985695,12.2399997711,14.1300001144,15.4299993515,17.25,20.4099998474,24.0499992371,26.4200000763,26.4499988556,25.7799987793,22.359998703,17.1199989319,12.9499998093
China Camp,38.0075,-122.493333333,0.0,10520,43.0,,955.0,984.0,922.0,Radiocarbon years BP,8593,0.79575596817,3.0,377.0,8,11,16186,pollen,Core,CHINACMP,11932,177.699996948,159.400009155,118.0,52.7000007629,17.5,6.5,0.699999988079,2.0,8.80000019073,61.4000015259,123.599998474,177.5,3.63999986649,4.85999965668,5.15999984741,5.78999996185,7.8799996376,10.3299999237,11.4499998093,11.2399997711,10.4299993515,8.42000007629,5.67999982834,3.88999986649,12.5,14.3899993896,15.6099996567,17.5399990082,21.0699996948,25.1700000763,27.6800003052,27.3999996185,26.1399993896,22.2999992371,16.9899997711,13.029999733
China Camp,38.0075,-122.493333333,0.0,10520,52.0,,1172.0,1203.0,1138.0,Radiocarbon years BP,8593,2.13903743316,8.0,374.0,8,13,16186,pollen,Core,CHINACMP,11932,168.300003052,154.900009155,105.300003052,47.7000007629,18.0,7.59999990463,0.699999988079,1.80000007153,6.2000002861,36.1000022888,75.3000030518,138.5,3.00999999046,4.36999988556,5.05999994278,6.05999994278,8.34000015259,10.8099994659,11.9600000381,11.8099994659,11.029999733,8.85999965668,5.73000001907,3.48000001907,11.6599998474,13.779999733,15.5099992752,17.8199996948,21.4099998474,25.3299999237,27.7399997711,27.5399990082,26.4300003052,22.5199985504,16.8400001526,12.3899993896
China Camp,38.0075,-122.493333333,0.0,10520,65.0,,1491.0,1525.0,1456.0,Radiocarbon years BP,8593,3.5,7.0,200.0,8,12,16186,pollen,Core,CHINACMP,11932,133.100006104,137.600006104,110.400001526,60.6000022888,27.0,12.4000005722,1.20000004768,2.5,7.0,33.4000015259,60.1000022888,105.099998474,4.0,5.23000001907,5.61999988556,6.19999980927,8.05999946594,10.2199993134,11.2599992752,11.2599992752,10.8299999237,9.09000015259,6.35999965668,4.38000011444,12.9899997711,14.8299999237,16.1299991608,17.8899993896,20.8999996185,24.3999996185,26.7699985504,26.9699993134,26.5699996948,23.3299999237,18.1000003815,13.8099994659
China Camp,38.0075,-122.493333333,0.0,10520,102.0,,2426.0,2467.0,2387.0,Radiocarbon years BP,8593,1.76991150442,2.0,113.0,8,13,16186,pollen,Core,CHINACMP,11932,171.699996948,167.600006104,120.300003052,54.7999992371,19.7000007629,7.7000002861,0.699999988079,1.70000004768,5.7000002861,33.9000015259,72.2000045776,135.800003052,2.59999990463,3.99000000954,4.71000003815,5.55999994278,7.48999977112,9.57999992371,10.5599994659,10.5599994659,10.1700000763,8.31999969482,5.34999990463,3.07999992371,11.3299999237,13.3800001144,15.0099992752,17.1199989319,20.4099998474,24.0499992371,26.3799991608,26.3699989319,25.6399993896,22.0499992371,16.5399990082,12.1099996567
China Camp,38.0075,-122.493333333,0.0,10520,112.0,,2687.0,2729.0,2649.0,Radiocarbon years BP,8593,0.609756097561,1.0,164.0,8,13,16186,pollen,Core,CHINACMP,11932,213.800003052,175.699996948,109.900001526,47.6000022888,18.0,8.10000038147,0.900000035763,2.40000009537,9.10000038147,57.1000022888,118.200004578,198.300003052,4.03999996185,5.31999969482,5.78999996185,6.35999965668,8.06999969482,10.0199995041,10.9600000381,11.0399999619,10.8099994659,9.19999980927,6.5,4.44999980927,12.6700000763,14.8299999237,16.4599990845,18.3999996185,21.3999996185,24.6899986267,26.7899990082,26.7199993134,26.1199989319,22.75,17.4799995422,13.2699995041
China Camp,38.0075,-122.493333333,0.0,10520,150.0,,3718.0,3763.0,3674.0,Radiocarbon years BP,8593,18.3098591549,13.0,71.0,7,12,16186,pollen,Core,CHINACMP,11932,215.400009155,182.300003052,112.0,51.6000022888,22.0,10.8000001907,1.10000002384,2.70000004768,8.4000005722,45.1000022888,92.3000030518,178.0,2.90999984741,4.23999977112,4.96999979019,5.76999998093,7.58999967575,9.55000019073,10.5500001907,10.7600002289,10.6599998474,8.98999977112,6.0,3.55999994278,11.1399993896,13.1899995804,15.1899995804,17.5200004578,20.7199993134,24.0799999237,26.4499988556,26.9099998474,26.8400001526,23.5,17.6199989319,12.4299993515
China Camp,38.0075,-122.493333333,0.0,10520,156.0,,3886.0,3932.0,3843.0,Radiocarbon years BP,8593,11.1111111111,23.0,207.0,10,15,16186,pollen,Core,CHINACMP,11932,176.100006104,160.100006104,113.900001526,53.7999992371,20.5,8.60000038147,0.900000035763,2.29999995232,8.19999980927,48.2999992371,95.4000015259,157.400009155,4.0,5.01999998093,5.15000009537,5.6299996376,7.58999967575,10.0,11.2599992752,11.3599996567,10.9200000763,9.15999984741,6.44999980927,4.48999977112,12.9399995804,14.5899991989,15.5699996948,17.3199996948,20.7399997711,24.8400001526,27.5100002289,27.5299987793,26.609998703,23.0100002289,17.7600002289,13.6799993515
China Camp,38.0075,-122.493333333,0.0,10520,171.0,,4309.0,4353.0,4267.0,Radiocarbon years BP,8593,2.23880597015,3.0,134.0,8,13,16186,pollen,Core,CHINACMP,11932,169.5,152.600006104,111.5,57.0,24.3000011444,11.4000005722,1.20000004768,3.10000014305,10.4000005722,55.7000007629,101.099998474,157.100006104,3.06999993324,4.19000005722,4.44000005722,5.06999969482,7.19000005722,9.71000003815,10.9600000381,10.8999996185,10.2100000381,8.23999977112,5.42999982834,3.48000001907,11.6099996567,13.3999996185,14.6399993896,16.5900001526,20.1000003815,24.1800003052,26.7799987793,26.7299995422,25.7399997711,22.0100002289,16.5900001526,12.3699998856
China Camp,38.0075,-122.493333333,0.0,10520,186.0,,4739.0,4783.0,4700.0,Radiocarbon years BP,8593,0.446428571429,1.0,224.0,6,11,16186,pollen,Core,CHINACMP,11932,156.199996948,154.800003052,132.300003052,64.7000045776,21.8000011444,7.80000019073,0.800000011921,2.10000014305,9.10000038147,60.2000007629,113.300003052,153.600006104,4.40999984741,5.42000007629,5.35999965668,5.63999986649,7.46999979019,9.81999969482,10.9799995422,10.9600000381,10.4200000763,8.72999954224,6.27999973297,4.67000007629,13.0399999619,14.5999994278,15.4099998474,16.9799995422,20.2600002289,24.3099994659,26.9899997711,27.0799999237,26.2899990082,22.8400001526,17.7399997711,13.779999733
China Camp,38.0075,-122.493333333,0.0,10520,198.0,,5089.0,5132.0,5053.0,Radiocarbon years BP,8593,0.518134715026,1.0,193.0,8,13,16186,pollen,Core,CHINACMP,11932,146.400009155,131.900009155,109.200004578,55.1000022888,20.2000007629,8.0,0.900000035763,2.79999995232,12.6999998093,84.3000030518,145.0,166.800003052,3.79999995232,4.76999998093,4.85999965668,5.36999988556,7.41999959946,9.94999980927,11.2899999619,11.3800001144,10.8800001144,9.05000019073,6.28999996185,4.30999994278,12.5500001907,14.2299995422,15.1899995804,16.9899997711,20.5299987793,24.7799987793,27.4799995422,27.359998703,26.2099990845,22.4499988556,17.1800003052,13.2100000381
